         83319207 function calls (76446223 primitive calls) in 27.215 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      415    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
      105    0.000    0.000    0.004    0.000 staff.py:131(get_previous_staff)
      402    0.000    0.000    0.108    0.000 beat.py:191(_split_not_writable)
      105    0.000    0.000    0.001    0.000 quarterduration.py:181(__mul__)
      104    0.000    0.000    0.691    0.007 time.py:132(__copy__)
      420    0.000    0.000    0.014    0.000 re.py:289(_compile)
      418    0.000    0.000    0.001    0.000 key.py:49(xml_object)
      402    0.000    0.000    0.001    0.000 quarterduration.py:172(__le__)
      105    0.000    0.000    0.001    0.000 beat.py:198(<listcomp>)
      105    0.000    0.000    0.532    0.005 time.py:70(signatures)
       53    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
      415    0.000    0.000    0.001    0.000 re.py:188(match)
      105    0.000    0.000    0.078    0.001 measure.py:100(_update_attributes)
      105    0.000    0.000    0.001    0.000 beat.py:269(<listcomp>)
      105    0.000    0.000    0.007    0.000 part.py:194(add_child)
     2029    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
      313    0.000    0.000    0.002    0.000 clef.py:76(show)
      104    0.000    0.000    0.479    0.005 key.py:53(__copy__)
      422    0.000    0.000    0.001    0.000 xsdindicator.py:69(xsd_tree)
      104    0.000    0.000    0.024    0.000 clef.py:38(octave_change)
      315    0.000    0.000    0.001    0.000 measure.py:203(clefs)
     1036    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      104    0.000    0.000    3.881    0.037 part.py:223(add_to_next_measure)
      105    0.000    0.000    0.001    0.000 beat.py:464(<listcomp>)
     1817    0.000    0.000    0.000    0.000 beat.py:300(filled_quarter_duration)
      105    0.000    0.000    0.011    0.000 staff.py:95(add_voice)
      313    0.000    0.000    0.002    0.000 key.py:43(show)
      413    0.000    0.000    0.001    0.000 chord.py:209(_update_notes_pitch_or_rest)
       22    0.000    0.000    0.158    0.007 note.py:69(_set_xml_tied)
      209    0.000    0.000    0.571    0.003 key.py:32(fifths)
      846    0.000    0.000    0.001    0.000 ElementPath.py:73(xpath_tokenizer)
      105    0.000    0.000    0.004    0.000 time.py:117(get_beats_quarter_durations)
      105    0.000    0.000    1.717    0.016 beat.py:263(_update_note_beams)
      105    0.000    0.000    0.001    0.000 measure.py:199(<setcomp>)
      422    0.000    0.000    0.001    0.000 xsdindicator.py:61(__init__)
      477    0.000    0.000    0.000    0.000 core.py:9(<listcomp>)
      826    0.000    0.000    0.000    0.000 midi.py:162(get_pitch_or_rest)
     1908    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
      954    0.000    0.000    0.000    0.000 core.py:7(<genexpr>)
      105    0.000    0.000    0.665    0.006 clef.py:102(__init__)
      518    0.000    0.000    0.000    0.000 xmlchildcontainer.py:569(<listcomp>)
      209    0.000    0.000    0.279    0.001 clef.py:34(line)
      105    0.000    0.000    0.003    0.000 measure.py:106(_update_clef_numbers)
      954    0.000    0.000    0.000    0.000 core.py:8(<genexpr>)
      209    0.000    0.000    0.267    0.001 clef.py:65(sign)
      109    0.000    0.000    0.396    0.004 beat.py:475(add_last_beam)
      315    0.000    0.000    0.000    0.000 measure.py:208(<listcomp>)
      209    0.000    0.000    0.012    0.000 clef.py:50(octave_change)
      105    0.000    0.000    0.029    0.000 measure.py:233(number)
      105    0.000    0.000    0.001    0.000 measure.py:248(time)
  210/105    0.000    0.000    0.001    0.000 core.py:152(<listcomp>)
      105    0.000    0.000    0.001    0.000 measure.py:75(<listcomp>)
     1120    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
      317    0.000    0.000    0.001    0.000 finalupdate_mixin.py:6(__init__)
      105    0.000    0.000    0.001    0.000 beat.py:107(__init__)
      210    0.000    0.000    0.001    0.000 staff.py:37(clef)
        1    0.000    0.000    0.000    0.000 {built-in method io.open}
      844    0.000    0.000    0.000    0.000 xsdindicator.py:65(xsd_tree)
      210    0.000    0.000    0.001    0.000 time.py:36(actual_signatures)
      413    0.000    0.000    0.000    0.000 note.py:194(number_of_dots)
       48    0.000    0.000    0.001    0.000 xsdtree.py:41(_get_xsd_tree_class_name)
      523    0.000    0.000    0.000    0.000 staff.py:28(clef)
      131    0.000    0.000    0.000    0.000 util.py:66(lcm)
      210    0.000    0.000    0.000    0.000 part.py:313(get_parent)
      209    0.000    0.000    0.001    0.000 time.py:93(show)
      105    0.000    0.000    0.000    0.000 measure.py:41(<listcomp>)
      105    0.000    0.000    0.005    0.000 staff.py:54(number)
      112    0.000    0.000    0.000    0.000 tree.py:238(remove)
      104    0.000    0.000    0.000    0.000 tree.py:77(next)
      113    0.000    0.000    0.001    0.000 xsdindicator.py:7(__init__)
      105    0.000    0.000    0.001    0.000 voice.py:83(add_child)
      415    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
      524    0.000    0.000    0.000    0.000 time.py:58(signatures)
      413    0.000    0.000    0.000    0.000 chord.py:102(<listcomp>)
      402    0.000    0.000    0.000    0.000 voice.py:37(leftover_chord)
      113    0.000    0.000    0.001    0.000 xsdindicator.py:51(xsd_tree)
    43/35    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
      105    0.000    0.000    0.000    0.000 measure.py:142(_update_voice_beats)
      131    0.000    0.000    0.000    0.000 {built-in method math.lcm}
        2    0.000    0.000    0.000    0.000 sre_parse.py:493(_parse)
      107    0.000    0.000    0.000    0.000 part.py:190(xml_object)
      314    0.000    0.000    0.000    0.000 measure.py:210(key)
      105    0.000    0.000    0.000    0.000 tree.py:250(remove_children)
      413    0.000    0.000    0.000    0.000 chord.py:128(<listcomp>)
        2    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
      315    0.000    0.000    0.000    0.000 measure.py:237(time)
      105    0.000    0.000    0.000    0.000 staff.py:62(xml_object)
       55    0.000    0.000    0.000    0.000 ElementPath.py:111(_prepare_tag)
        4    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
      413    0.000    0.000    0.000    0.000 chord.py:149(<listcomp>)
        1    0.000    0.000    0.001    0.001 util.py:118(generate_all_septuplets)
       55    0.000    0.000    0.000    0.000 ElementPath.py:182(prepare_descendant)
      105    0.000    0.000    0.000    0.000 time.py:104(<listcomp>)
      104    0.000    0.000    0.001    0.000 measure.py:218(key)
      105    0.000    0.000    0.000    0.000 measure.py:76(<listcomp>)
       11    0.000    0.000    0.104    0.009 beat.py:176(_split_chord)
      105    0.000    0.000    0.000    0.000 time.py:27(<listcomp>)
      209    0.000    0.000    0.000    0.000 time.py:83(show)
      413    0.000    0.000    0.000    0.000 chord.py:151(<listcomp>)
      105    0.000    0.000    0.000    0.000 time.py:121(<listcomp>)
      209    0.000    0.000    0.000    0.000 key.py:36(show)
      413    0.000    0.000    0.000    0.000 chord.py:130(<listcomp>)
      105    0.000    0.000    0.000    0.000 clef.py:69(show)
      413    0.000    0.000    0.000    0.000 chord.py:104(<listcomp>)
        1    0.000    0.000   19.414   19.414 finalupdate_mixin.py:23(to_string)
       11    0.000    0.000    0.105    0.010 note.py:334(stop_tie)
      105    0.000    0.000    0.000    0.000 quarterduration.py:298(quarter_duration)
       11    0.000    0.000    0.106    0.010 note.py:326(start_tie)
        1    0.000    0.000   19.416   19.416 score.py:242(export_xml)
      141    0.000    0.000    0.000    0.000 sre_parse.py:233(__next)
       11    0.000    0.000    0.102    0.009 midi.py:191(__deepcopy__)
       11    0.000    0.000    0.103    0.009 chord.py:574(_split_copy)
       48    0.000    0.000    0.000    0.000 xsdtree.py:48(<listcomp>)
      112    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000   27.237   27.237 {built-in method builtins.exec}
       22    0.000    0.000    0.000    0.000 note.py:146(is_tied)
       11    0.000    0.000    0.000    0.000 note.py:165(is_tied_to_previous)
      100    0.000    0.000    0.000    0.000 sre_parse.py:254(get)
       12    0.000    0.000    0.017    0.001 layout.py:95(_update_parent)
      112    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       19    0.000    0.000    0.000    0.000 copyreg.py:103(_slotnames)
       11    0.000    0.000    0.023    0.002 accidental.py:302(__copy__)
       22    0.000    0.000    0.000    0.000 chord.py:405(add_tie)
      113    0.000    0.000    0.000    0.000 xsdindicator.py:47(xsd_tree)
      113    0.000    0.000    0.000    0.000 {method 'close' of 'xml.etree.ElementTree.XMLParser' objects}
      4/2    0.000    0.000    0.009    0.005 sre_compile.py:71(_compile)
       55    0.000    0.000    0.000    0.000 ElementPath.py:107(_is_wildcard_tag)
        3    0.000    0.000    0.005    0.002 layout.py:56(parent)
        1    0.000    0.000    0.071    0.071 score.py:31(__init__)
      132    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 util.py:105(generate_all_sextuplets)
        4    0.000    0.000    0.000    0.000 sre_compile.py:411(_mk_bitmap)
        3    0.000    0.000    0.000    0.000 xmlelement.py:131(_get_attributes_error_message)
    43/35    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 util.py:95(generate_all_quintuplets)
        1    0.000    0.000    0.019    0.019 score.py:67(_update_xml_object)
       53    0.000    0.000    0.000    0.000 ElementPath.py:177(prepare_self)
       60    0.000    0.000    0.000    0.000 sre_parse.py:249(match)
       11    0.000    0.000    0.102    0.009 chord.py:585(<listcomp>)
        3    0.000    0.000    0.017    0.006 layout.py:80(__init__)
        4    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
        1    0.000    0.000    0.017    0.017 layout.py:260(__init__)
       13    0.000    0.000    0.000    0.000 score.py:216(xml_object)
      4/2    0.000    0.000    0.000    0.000 sre_parse.py:174(getwidth)
        2    0.000    0.000    0.013    0.006 sre_compile.py:759(compile)
        1    0.000    0.000    1.863    1.863 xmlwrapper.py:17(to_string)
        2    0.000    0.000    0.003    0.002 sre_compile.py:536(_compile_info)
        1    0.000    0.000    0.004    0.004 layout.py:217(score)
        1    0.000    0.000    0.000    0.000 pathlib.py:64(parse_parts)
        2    0.000    0.000    0.000    0.000 layout.py:242(millimeters_to_tenths)
       92    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        2    0.000    0.000    0.000    0.000 sre_parse.py:937(parse)
        3    0.000    0.000    0.000    0.000 layout.py:135(parent)
        1    0.000    0.000    0.000    0.000 util.py:147(generate_all_triplets)
       20    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        4    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       17    0.000    0.000    0.000    0.000 sre_parse.py:164(__getitem__)
        1    0.000    0.000    0.013    0.013 layout.py:354(__init__)
        1    0.000    0.000    0.019    0.019 part.py:124(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:682(_parse_args)
        4    0.000    0.000    0.000    0.000 sre_compile.py:249(_compile_charset)
        2    0.000    0.000    0.000    0.000 sre_parse.py:435(_parse_sub)
        2    0.000    0.000    0.000    0.000 enum.py:977(__and__)
        1    0.000    0.000    0.000    0.000 score.py:220(add_child)
        4    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        3    0.000    0.000    0.000    0.000 sre_parse.py:432(_uniq)
        2    0.000    0.000    0.000    0.000 codecs.py:327(reset)
        4    0.000    0.000    0.000    0.000 part.py:141(id_)
        1    0.000    0.000    0.010    0.010 part.py:149(id_)
       22    0.000    0.000    0.000    0.000 note.py:152(<listcomp>)
       22    0.000    0.000    0.000    0.000 note.py:73(<listcomp>)
        2    0.000    0.000    0.013    0.006 sre_compile.py:598(_code)
       19    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        5    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.004    0.004 layout.py:274(_update)
        1    0.000    0.000    0.000    0.000 pathlib.py:891(with_suffix)
        2    0.000    0.000    0.010    0.005 part.py:59(add_parent)
        1    0.000    0.000    0.006    0.006 layout.py:174(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:1079(__new__)
        5    0.000    0.000    0.000    0.000 xsdtree.py:199(translate_pattern)
        1    0.000    0.000    0.003    0.003 part.py:104(part)
        1    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
        1    0.000    0.000    0.006    0.006 measure.py:115(_update_default_clefs)
        1    0.000    0.000    0.006    0.006 part.py:87(__init__)
        3    0.000    0.000    0.000    0.000 part.py:183(score_part)
        2    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
        3    0.000    0.000    0.000    0.000 layout.py:42(__init__)
        1    0.000    0.000    0.000    0.000 part.py:175(name)
        7    0.000    0.000    0.000    0.000 sre_parse.py:286(tell)
        1    0.000    0.000    0.004    0.004 layout.py:337(_set_page_height_and_width)
       10    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.000    0.000 part.py:135(_set_first_current_measure)
        4    0.000    0.000    0.000    0.000 enum.py:358(__call__)
        2    0.000    0.000    0.000    0.000 layout.py:309(scaling)
        1    0.000    0.000    0.000    0.000 pathlib.py:702(_from_parts)
        1    0.000    0.000    0.004    0.004 layout.py:411(__init__)
        1    0.000    0.000    0.000    0.000 layout.py:341(_get_page_height)
        4    0.000    0.000    0.000    0.000 enum.py:670(__new__)
        1    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        2    0.000    0.000    0.010    0.005 part.py:53(update_parents_id)
        3    0.000    0.000    0.000    0.000 xmlelement.py:136(<listcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:742(__str__)
        1    0.000    0.000    0.002    0.002 layout.py:199(millimeters)
        4    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        4    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
        8    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        8    0.000    0.000    0.000    0.000 sre_parse.py:160(__len__)
        1    0.000    0.000    0.000    0.000 pathlib.py:303(splitroot)
        5    0.000    0.000    0.013    0.003 re.py:250(compile)
       11    0.000    0.000    0.000    0.000 note.py:171(<listcomp>)
        3    0.000    0.000    0.003    0.001 layout.py:111(bottom)
        2    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
        1    0.000    0.000    0.000    0.000 layout.py:345(_get_page_width)
        1    0.000    0.000    0.000    0.000 score.py:211(version)
        2    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
        3    0.000    0.000    0.005    0.002 layout.py:123(left)
        1    0.000    0.000    0.000    0.000 layout.py:299(orientation)
        1    0.000    0.000    0.002    0.002 layout.py:235(tenths)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.004    0.004 score.py:100(scaling)
        1    0.000    0.000    0.000    0.000 pathlib.py:839(suffix)
        3    0.000    0.000    0.005    0.002 layout.py:152(right)
        3    0.000    0.000    0.003    0.001 layout.py:164(top)
        1    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        1    0.000    0.000    0.004    0.004 score.py:85(page_layout)
        1    0.000    0.000    0.000    0.000 layout.py:328(size)
        1    0.000    0.000    0.000    0.000 score.py:118(staff_layout)
        1    0.000    0.000    0.000    0.000 score.py:165(system_layout)
        4    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
        2    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
        2    0.000    0.000    0.000    0.000 sre_compile.py:423(_simple)
        3    0.000    0.000    0.000    0.000 xsdsimpletype.py:266(value)
        3    0.000    0.000    0.000    0.000 xsdsimpletype.py:245(value)
        1    0.000    0.000    0.003    0.003 part.py:115(_update_name)
        9    0.000    0.000    0.000    0.000 layout.py:46(parent)
        1    0.000    0.000    0.000    0.000 part.py:18(__init__)
        3    0.000    0.000    0.000    0.000 xmlelement.py:133(<listcomp>)
        2    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:752(__fspath__)
        1    0.000    0.000    0.000    0.000 score.py:235(get_children)
        1    0.000    0.000    0.000    0.000 part.py:38(value)
        1    0.000    0.000    0.002    0.002 layout.py:427(staff_distance)
        4    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
        1    0.000    0.000    0.002    0.002 layout.py:387(system_distance)
        1    0.000    0.000    0.000    0.000 pathlib.py:725(_format_parsed_parts)
        3    0.000    0.000    0.000    0.000 sre_parse.py:172(append)
        2    0.000    0.000    0.000    0.000 pathlib.py:831(name)
        2    0.000    0.000    0.000    0.000 tree.py:194(get_root)
        2    0.000    0.000    0.000    0.000 layout.py:184(_update_score)
        6    0.000    0.000    0.000    0.000 layout.py:128(parent)
        5    0.000    0.000    0.000    0.000 layout.py:206(score)
        1    0.000    0.000    0.002    0.002 layout.py:402(top_system_distance)
        5    0.000    0.000    0.000    0.000 layout.py:317(size)
        1    0.000    0.000    0.000    0.000 pathlib.py:715(_from_parsed_parts)
        2    0.000    0.000    0.000    0.000 pathlib.py:1089(_init)
        5    0.000    0.000    0.000    0.000 layout.py:288(orientation)
        4    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
        5    0.000    0.000    0.000    0.000 part.py:68(get_parents)
        3    0.000    0.000    0.000    0.000 layout.py:104(bottom)
        1    0.000    0.000    0.000    0.000 time.py:99(xml_object)
        1    0.000    0.000    0.000    0.000 codecs.py:186(__init__)
        2    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
        3    0.000    0.000    0.000    0.000 layout.py:145(right)
        3    0.000    0.000    0.000    0.000 layout.py:116(left)
        3    0.000    0.000    0.000    0.000 layout.py:157(top)
        3    0.000    0.000    0.000    0.000 part.py:93(part)
        1    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 part.py:24(_check_value)
        1    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 layout.py:224(tenths)
        2    0.000    0.000    0.000    0.000 codecs.py:276(reset)
        2    0.000    0.000    0.000    0.000 part.py:63(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        3    0.000    0.000    0.000    0.000 xsdsimpletype.py:125(value)
        1    0.000    0.000    0.000    0.000 score.py:185(title)
        2    0.000    0.000    0.000    0.000 score.py:92(scaling)
        2    0.000    0.000    0.000    0.000 part.py:30(value)
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 layout.py:188(millimeters)
        1    0.000    0.000    0.000    0.000 part.py:162(name)
        1    0.000    0.000    0.000    0.000 score.py:138(subtitle)
        1    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.000    0.000 score.py:75(page_layout)
        1    0.000    0.000    0.000    0.000 score.py:107(staff_layout)
        1    0.000    0.000    0.000    0.000 score.py:202(version)
        1    0.000    0.000    0.000    0.000 score.py:155(system_layout)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}


